,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charges,total_calls,total_minutes,day_charge_per call,eve_charge_per_call,night_charge_per_call,intl_charge_per_call,day_call_length_per_call,eve_call_length_per_call,night_call_length_per_call,intl_call_length_per_call,day_charge_per_min,eve_charge_per_min,night_charge_per_min,intl_charge_per_min,day_charge_percentage,eve_charge_percentage,night_charge_percentage,intl_charge_percentage
1455,131,0,0,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,0,60.0,258,707.0,0.196,0.588,0.108,0.254,1.153,6.919,2.394,0.943,0.17,0.085,0.045,0.27,0.31,0.47,0.194,0.03
1456,106,0,1,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,0,43.0,322,478.0,0.116,0.236,0.06,0.667,0.68,2.772,1.335,2.475,0.17,0.085,0.045,0.27,0.323,0.466,0.158,0.062
1457,118,0,0,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1,0,46.0,338,515.0,0.201,0.112,0.089,0.397,1.181,1.315,1.974,1.475,0.17,0.085,0.045,0.269,0.493,0.224,0.249,0.035
1458,125,0,0,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,0,54.0,295,594.0,0.248,0.215,0.094,0.58,1.459,2.528,2.091,2.15,0.17,0.085,0.045,0.27,0.432,0.33,0.199,0.043
1459,95,0,0,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,0,64.0,268,615.0,0.381,0.238,0.092,0.544,2.239,2.8,2.037,2.012,0.17,0.085,0.045,0.27,0.523,0.253,0.149,0.068
1460,80,0,0,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,0,58.0,326,546.0,0.21,0.153,0.108,0.837,1.238,1.801,2.396,3.1,0.17,0.085,0.045,0.27,0.581,0.23,0.141,0.043
1461,145,0,0,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0,0,40.0,280,500.0,0.086,0.212,0.093,0.45,0.506,2.493,2.064,1.667,0.17,0.085,0.045,0.27,0.168,0.562,0.209,0.067
1462,37,0,0,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,0,58.0,344,499.0,0.317,0.16,0.031,0.547,1.864,1.886,0.682,2.025,0.17,0.085,0.045,0.27,0.585,0.304,0.065,0.038
1463,87,0,0,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,0,57.0,244,604.0,0.287,0.27,0.131,0.342,1.686,3.174,2.9,1.267,0.17,0.085,0.045,0.27,0.468,0.322,0.176,0.036
1464,69,0,0,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3,0,64.0,284,658.0,0.367,0.202,0.109,0.486,2.158,2.376,2.426,1.8,0.17,0.085,0.045,0.27,0.487,0.316,0.16,0.038
1465,83,0,0,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,0,44.0,307,460.0,0.188,0.102,0.106,1.16,1.103,1.204,2.354,4.3,0.17,0.085,0.045,0.27,0.512,0.235,0.202,0.053
1466,195,0,0,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,3,1.38,0,0,39.0,298,472.0,0.099,0.213,0.084,0.46,0.585,2.502,1.859,1.7,0.17,0.085,0.045,0.271,0.275,0.48,0.212,0.035
1467,67,1,1,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,1,63.0,285,630.0,0.522,0.158,0.092,1.14,3.069,1.861,2.041,4.225,0.17,0.085,0.045,0.27,0.489,0.291,0.154,0.072
1468,75,0,1,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,0,47.0,350,523.0,0.196,0.138,0.077,0.161,1.152,1.628,1.705,0.6,0.17,0.085,0.045,0.269,0.425,0.374,0.186,0.024
1469,123,0,1,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0,0,63.0,274,571.0,0.471,0.178,0.067,4.05,2.768,2.095,1.498,15.0,0.17,0.085,0.045,0.27,0.59,0.22,0.124,0.064
1470,41,0,1,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,0,54.0,292,466.0,0.371,0.097,0.07,0.53,2.182,1.144,1.564,1.967,0.17,0.085,0.045,0.269,0.653,0.216,0.096,0.029
1471,75,0,0,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,0,61.0,291,619.0,0.259,0.309,0.069,0.438,1.521,3.633,1.526,1.62,0.17,0.085,0.045,0.27,0.42,0.42,0.117,0.036
1472,76,1,0,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,7,3.24,1,1,80.0,278,714.0,0.704,0.185,0.088,0.463,4.141,2.179,1.967,1.714,0.17,0.085,0.045,0.27,0.581,0.28,0.093,0.04
1473,86,1,0,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1,0,73.0,319,665.0,0.377,0.168,0.09,0.695,2.217,1.978,2.005,2.575,0.17,0.085,0.045,0.27,0.62,0.212,0.127,0.038
1474,140,0,0,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,0,48.0,245,535.0,0.216,0.205,0.132,0.733,1.267,2.411,2.936,2.717,0.17,0.085,0.045,0.27,0.4,0.277,0.234,0.092
1475,70,0,0,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,0,37.0,333,372.0,0.159,0.067,0.069,0.61,0.935,0.79,1.54,2.257,0.17,0.085,0.045,0.27,0.481,0.189,0.206,0.115
1476,121,0,1,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,0,61.0,258,616.0,0.531,0.173,0.104,0.397,3.126,2.037,2.303,1.475,0.17,0.085,0.045,0.269,0.54,0.275,0.161,0.026
1477,112,0,0,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,0,65.0,334,671.0,0.281,0.216,0.08,0.53,1.653,2.547,1.77,1.96,0.17,0.085,0.045,0.27,0.441,0.39,0.135,0.041
1478,118,0,0,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2,0,72.0,315,659.0,0.353,0.219,0.081,0.374,2.075,2.577,1.808,1.386,0.17,0.085,0.045,0.27,0.598,0.237,0.122,0.036
1479,66,0,1,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,0,66.0,297,721.0,0.323,0.188,0.14,1.2,1.899,2.21,3.116,4.45,0.17,0.085,0.045,0.27,0.45,0.299,0.208,0.036
1480,78,0,0,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0,0,43.0,291,497.0,0.145,0.257,0.077,0.594,0.853,3.025,1.715,2.2,0.17,0.085,0.045,0.27,0.344,0.383,0.215,0.069
1481,129,0,1,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2,0,59.0,318,542.0,0.44,0.1,0.073,0.444,2.589,1.175,1.625,1.644,0.17,0.085,0.045,0.27,0.589,0.191,0.145,0.068
1482,6,0,0,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,0,61.0,317,552.0,0.414,0.106,0.076,0.635,2.435,1.247,1.678,2.35,0.17,0.085,0.045,0.27,0.631,0.212,0.121,0.042
1483,107,1,0,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,0,69.0,299,690.0,0.437,0.132,0.127,0.9,2.573,1.553,2.825,3.333,0.17,0.085,0.045,0.27,0.577,0.201,0.184,0.039
1484,107,1,0,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,1,53.0,320,570.0,0.214,0.175,0.088,1.74,1.258,2.055,1.96,6.45,0.17,0.085,0.045,0.27,0.428,0.293,0.205,0.066
1485,138,0,0,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,0,50.0,339,509.0,0.262,0.129,0.063,1.387,1.539,1.513,1.392,5.133,0.17,0.085,0.045,0.27,0.455,0.283,0.174,0.083
1486,103,0,0,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,0,56.0,273,621.0,0.262,0.169,0.145,1.31,1.54,1.984,3.222,4.85,0.17,0.085,0.045,0.27,0.486,0.211,0.251,0.047
1487,116,0,1,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,0,72.0,275,710.0,0.417,0.185,0.144,1.5,2.453,2.176,3.211,5.55,0.17,0.085,0.045,0.27,0.544,0.265,0.152,0.042
1488,189,0,0,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,0,65.0,289,616.0,0.46,0.185,0.077,0.425,2.707,2.173,1.717,1.575,0.17,0.085,0.045,0.27,0.595,0.23,0.143,0.026
1489,161,0,0,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,0,48.0,333,574.0,0.103,0.189,0.11,1.595,0.607,2.226,2.445,5.9,0.17,0.085,0.045,0.27,0.258,0.473,0.209,0.066
1490,1,0,0,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,0,70.0,282,711.0,0.312,0.307,0.105,0.945,1.833,3.616,2.324,3.5,0.17,0.085,0.045,0.27,0.476,0.36,0.136,0.027
1491,89,0,0,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,0,61.0,334,603.0,0.305,0.123,0.097,1.153,1.792,1.443,2.144,4.267,0.17,0.085,0.045,0.27,0.549,0.231,0.168,0.057
1492,64,0,0,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,0,73.0,296,687.0,0.296,0.258,0.107,0.524,1.743,3.033,2.377,1.94,0.17,0.085,0.045,0.27,0.511,0.353,0.095,0.036
1493,126,0,1,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,1,49.0,288,471.0,0.29,0.133,0.071,0.865,1.704,1.561,1.586,3.2,0.17,0.085,0.045,0.27,0.532,0.263,0.141,0.071
1494,129,0,0,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,0,63.0,318,618.0,0.432,0.139,0.087,0.132,2.541,1.639,1.933,0.49,0.17,0.085,0.045,0.269,0.583,0.252,0.15,0.021
1495,128,0,1,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0,0,72.0,321,687.0,0.279,0.278,0.085,0.73,1.639,3.275,1.895,2.7,0.17,0.085,0.045,0.27,0.526,0.309,0.12,0.041
1496,81,0,1,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,0,54.0,311,619.0,0.164,0.212,0.128,0.527,0.966,2.491,2.833,1.95,0.17,0.085,0.045,0.27,0.365,0.372,0.213,0.059
1497,114,0,0,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,0,55.0,307,521.0,0.32,0.157,0.064,0.572,1.879,1.846,1.427,2.12,0.17,0.085,0.045,0.27,0.587,0.228,0.141,0.052
1498,50,0,0,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,0,64.0,308,674.0,0.258,0.235,0.1,1.0,1.517,2.759,2.213,3.7,0.17,0.085,0.045,0.27,0.411,0.396,0.148,0.047
1499,86,0,0,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,0,54.0,301,581.0,0.223,0.156,0.121,3.11,1.312,1.841,2.683,11.5,0.17,0.085,0.045,0.27,0.429,0.319,0.192,0.058
1500,96,0,0,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,0,63.0,297,623.0,0.337,0.268,0.062,0.548,1.983,3.153,1.389,2.033,0.17,0.085,0.045,0.27,0.46,0.374,0.116,0.052
1501,72,0,0,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,0,67.0,296,578.0,0.526,0.073,0.103,1.715,3.095,0.863,2.29,6.35,0.17,0.085,0.045,0.27,0.691,0.137,0.125,0.051
1502,64,0,1,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0,65.0,303,617.0,0.308,0.222,0.081,0.397,1.81,2.615,1.796,1.475,0.17,0.085,0.045,0.269,0.549,0.304,0.117,0.024
1503,57,1,1,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,0,68.0,308,648.0,0.428,0.147,0.091,1.097,2.516,1.735,2.023,4.067,0.17,0.085,0.045,0.27,0.591,0.204,0.157,0.048
1504,65,0,0,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,0,60.0,389,663.0,0.224,0.153,0.086,0.767,1.315,1.804,1.908,2.833,0.17,0.085,0.045,0.271,0.436,0.312,0.21,0.038
1505,163,0,0,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,0,68.0,348,647.0,0.316,0.197,0.068,0.476,1.858,2.316,1.506,1.76,0.17,0.085,0.045,0.27,0.557,0.284,0.125,0.035
1506,136,0,0,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,0,71.0,268,679.0,0.58,0.176,0.102,0.963,3.411,2.073,2.257,3.567,0.17,0.085,0.045,0.27,0.604,0.201,0.157,0.041
1507,116,0,0,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,0,62.0,348,618.0,0.4,0.126,0.074,0.54,2.356,1.488,1.654,2.0,0.17,0.085,0.045,0.27,0.543,0.23,0.174,0.052
1508,93,0,0,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,0,62.0,287,686.0,0.35,0.265,0.095,0.356,2.059,3.12,2.102,1.32,0.17,0.085,0.045,0.27,0.418,0.376,0.183,0.029
1509,142,0,1,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0,67.0,311,633.0,0.384,0.161,0.086,0.827,2.261,1.891,1.912,3.067,0.17,0.085,0.045,0.27,0.602,0.223,0.141,0.037
1510,92,0,0,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,0,72.0,272,666.0,0.551,0.205,0.084,1.16,3.239,2.409,1.868,4.3,0.17,0.085,0.045,0.27,0.627,0.213,0.132,0.032
1511,70,0,0,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1,0,69.0,283,681.0,0.369,0.321,0.073,0.302,2.168,3.775,1.629,1.117,0.17,0.085,0.045,0.27,0.486,0.377,0.111,0.026
1512,22,0,1,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,0,57.0,295,491.0,0.338,0.183,0.033,1.13,1.991,2.153,0.722,4.2,0.17,0.085,0.045,0.269,0.594,0.331,0.052,0.02
1513,37,0,0,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2,0,70.0,326,666.0,0.349,0.162,0.095,1.62,2.05,1.907,2.106,6.0,0.17,0.085,0.045,0.27,0.568,0.252,0.137,0.046
1514,51,0,0,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,3,1.89,1,0,61.0,330,662.0,0.314,0.127,0.116,0.63,1.849,1.496,2.577,2.333,0.17,0.085,0.045,0.27,0.51,0.223,0.23,0.031
1515,174,0,0,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,0,49.0,316,518.0,0.247,0.113,0.095,0.54,1.452,1.328,2.105,2.0,0.17,0.085,0.045,0.27,0.484,0.249,0.207,0.055
1516,68,0,0,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,1,71.0,312,717.0,0.325,0.221,0.108,0.757,1.91,2.605,2.41,2.8,0.17,0.085,0.045,0.27,0.512,0.312,0.148,0.032
1517,130,0,0,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,0,64.0,287,614.0,0.503,0.148,0.087,1.675,2.959,1.74,1.942,6.2,0.17,0.085,0.045,0.27,0.55,0.266,0.137,0.052
1518,104,0,0,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,0,53.0,304,557.0,0.304,0.145,0.09,0.61,1.791,1.703,1.996,2.26,0.17,0.085,0.045,0.27,0.448,0.325,0.173,0.058
1519,134,0,0,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,0,61.0,312,609.0,0.331,0.185,0.077,0.8,1.947,2.178,1.719,2.967,0.17,0.085,0.045,0.27,0.494,0.319,0.143,0.039
1520,108,0,1,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,0,56.0,349,568.0,0.212,0.146,0.092,0.367,1.249,1.72,2.044,1.357,0.17,0.085,0.045,0.271,0.516,0.264,0.172,0.046
1521,103,0,0,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,0,63.0,216,649.0,0.355,0.32,0.151,1.31,2.09,3.758,3.358,4.85,0.17,0.085,0.045,0.27,0.468,0.33,0.158,0.042
1522,62,0,0,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,0,55.0,312,601.0,0.272,0.148,0.109,0.377,1.599,1.739,2.415,1.4,0.17,0.085,0.045,0.27,0.494,0.266,0.215,0.027
1523,162,0,0,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,0,49.0,301,536.0,0.22,0.151,0.098,1.027,1.293,1.773,2.167,3.8,0.17,0.085,0.045,0.27,0.399,0.341,0.195,0.063
1524,93,0,1,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,0,45.0,316,400.0,0.206,0.145,0.034,1.127,1.211,1.71,0.748,4.167,0.17,0.085,0.045,0.27,0.517,0.339,0.071,0.075
1525,42,0,0,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,0,43.0,307,446.0,0.145,0.15,0.08,0.59,0.854,1.76,1.768,2.183,0.17,0.085,0.045,0.27,0.364,0.417,0.135,0.082
1526,155,0,1,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2,0,66.0,352,604.0,0.37,0.107,0.078,0.329,2.178,1.255,1.737,1.218,0.17,0.085,0.045,0.27,0.628,0.171,0.146,0.055
1527,36,0,0,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,0,52.0,321,583.0,0.212,0.171,0.092,1.215,1.246,2.012,2.049,4.5,0.17,0.085,0.045,0.27,0.383,0.385,0.192,0.047
1528,143,0,0,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,4,1.22,0,1,63.0,315,598.0,0.383,0.111,0.109,0.305,2.256,1.305,2.417,1.125,0.17,0.085,0.045,0.271,0.603,0.225,0.145,0.019
1529,197,0,0,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,0,54.0,301,564.0,0.237,0.143,0.119,1.43,1.395,1.681,2.643,5.3,0.17,0.085,0.045,0.27,0.487,0.27,0.189,0.053
1530,81,0,0,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,1,77.0,345,757.0,0.315,0.18,0.127,0.36,1.854,2.115,2.831,1.333,0.17,0.085,0.045,0.27,0.577,0.238,0.159,0.028
1531,138,1,0,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1,34.0,317,410.0,0.076,0.139,0.079,0.647,0.447,1.632,1.763,2.4,0.17,0.085,0.045,0.27,0.233,0.465,0.222,0.076
1532,103,0,1,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1,51.0,287,504.0,0.303,0.173,0.069,0.444,1.785,2.035,1.531,1.643,0.17,0.085,0.045,0.27,0.5,0.285,0.151,0.061
1533,127,1,0,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2,1,75.0,283,734.0,0.404,0.24,0.118,0.75,2.375,2.826,2.625,2.78,0.17,0.085,0.045,0.27,0.549,0.256,0.151,0.05
1534,136,0,0,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,1,75.0,308,736.0,0.445,0.117,0.169,0.482,2.62,1.382,3.765,1.783,0.17,0.085,0.045,0.27,0.588,0.196,0.176,0.039
1535,99,0,0,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,0,68.0,280,658.0,0.371,0.177,0.132,0.405,2.18,2.088,2.935,1.5,0.17,0.085,0.045,0.27,0.556,0.232,0.157,0.048
1536,95,0,0,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,0,40.0,295,489.0,0.149,0.149,0.097,0.48,0.878,1.75,2.156,1.78,0.17,0.085,0.045,0.27,0.295,0.405,0.247,0.06
1537,118,1,1,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,1,55.0,331,536.0,0.218,0.142,0.088,1.0,1.283,1.674,1.959,3.7,0.17,0.085,0.045,0.27,0.484,0.323,0.13,0.055
1538,113,0,0,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,1,31.0,316,365.0,0.094,0.089,0.078,1.233,0.551,1.049,1.732,4.567,0.17,0.085,0.045,0.27,0.335,0.253,0.286,0.119
1539,128,1,0,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,0,60.0,334,510.0,0.372,0.085,0.059,0.578,2.189,1.005,1.313,2.14,0.17,0.085,0.045,0.27,0.695,0.144,0.114,0.048
1540,117,0,0,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,0,42.0,307,453.0,0.174,0.11,0.097,0.424,1.023,1.3,2.147,1.57,0.17,0.085,0.045,0.27,0.414,0.274,0.214,0.101
1541,48,0,1,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,0,68.0,304,676.0,0.427,0.118,0.14,0.512,2.51,1.385,3.103,1.9,0.17,0.085,0.045,0.27,0.577,0.21,0.179,0.03
1542,81,1,0,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,0,71.0,341,709.0,0.368,0.15,0.103,1.07,2.166,1.762,2.285,3.967,0.17,0.085,0.045,0.27,0.545,0.253,0.164,0.045
1543,57,0,0,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,0,60.0,265,599.0,0.482,0.156,0.101,0.572,2.835,1.837,2.243,2.117,0.17,0.085,0.045,0.27,0.546,0.224,0.177,0.057
1544,140,0,0,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,0,54.0,275,519.0,0.282,0.161,0.097,1.105,1.659,1.892,2.145,4.1,0.17,0.085,0.045,0.27,0.512,0.325,0.118,0.041
1545,107,0,1,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,0,60.0,257,515.0,0.405,0.21,0.051,2.97,2.385,2.473,1.144,11.0,0.17,0.085,0.045,0.27,0.622,0.256,0.078,0.049
1546,56,0,0,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,0,49.0,306,500.0,0.21,0.118,0.114,0.965,1.236,1.394,2.532,3.575,0.17,0.085,0.045,0.27,0.476,0.288,0.167,0.079
1547,159,0,0,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,0,49.0,303,547.0,0.145,0.244,0.083,0.284,0.851,2.868,1.834,1.05,0.17,0.085,0.045,0.27,0.304,0.483,0.157,0.058
1548,102,0,0,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,0,71.0,323,623.0,0.576,0.11,0.072,0.556,3.389,1.293,1.611,2.06,0.17,0.085,0.045,0.27,0.649,0.206,0.107,0.039
1549,107,0,0,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,0,48.0,347,534.0,0.187,0.129,0.082,1.297,1.1,1.514,1.818,4.8,0.17,0.085,0.045,0.27,0.366,0.335,0.213,0.081
1550,106,0,0,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,0,36.0,316,396.0,0.084,0.166,0.053,1.54,0.492,1.948,1.182,5.7,0.17,0.085,0.045,0.27,0.246,0.52,0.14,0.086
1551,225,0,0,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,1,63.0,311,658.0,0.265,0.213,0.102,0.783,1.56,2.511,2.258,2.9,0.17,0.085,0.045,0.27,0.446,0.369,0.15,0.037
1552,75,0,0,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0,52.0,278,491.0,0.228,0.168,0.089,1.477,1.341,1.976,1.985,5.467,0.17,0.085,0.045,0.27,0.482,0.313,0.117,0.085
1553,86,0,0,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,0,69.0,265,672.0,0.398,0.192,0.147,0.436,2.342,2.26,3.267,1.614,0.17,0.085,0.045,0.27,0.537,0.264,0.149,0.044
1554,169,0,0,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,0,65.0,271,607.0,0.507,0.137,0.102,0.359,2.984,1.611,2.277,1.33,0.17,0.085,0.045,0.27,0.616,0.179,0.153,0.055
1555,122,0,1,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2,0,58.0,321,558.0,0.378,0.098,0.09,0.464,2.223,1.154,1.99,1.72,0.17,0.085,0.045,0.27,0.599,0.205,0.159,0.04
1556,106,0,0,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0,66.0,373,695.0,0.212,0.171,0.111,1.295,1.248,2.008,2.475,4.8,0.17,0.085,0.045,0.27,0.46,0.318,0.177,0.039
1557,52,0,1,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,0,60.0,237,680.0,0.325,0.273,0.15,0.73,1.913,3.21,3.326,2.7,0.17,0.085,0.045,0.27,0.369,0.35,0.217,0.061
1558,79,0,1,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2,0,53.0,284,611.0,0.176,0.258,0.113,1.0,1.037,3.029,2.516,3.7,0.17,0.085,0.045,0.27,0.333,0.379,0.218,0.075
1559,135,0,0,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,0,67.0,316,640.0,0.448,0.145,0.083,0.53,2.636,1.703,1.841,1.967,0.17,0.085,0.045,0.269,0.609,0.225,0.146,0.024
1560,70,0,0,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,0,57.0,305,576.0,0.229,0.252,0.068,0.6,1.349,2.968,1.5,2.225,0.17,0.085,0.045,0.27,0.443,0.398,0.12,0.042
